tahun,gk,provinsi,jenis,daerah,periode,tahun_kategori,cluster
2018.0,465790.0,SUMATERA UTARA,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,396033.0,SUMATERA UTARA,TOTAL,PERDESAAN,MARET,2017-2018,2
2017.0,407157.0,SUMATERA UTARA,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,421586.0,SUMATERA UTARA,TOTAL,PERDESAAN,MARET,2018-2019,0
2018.0,435492.0,SUMATERA UTARA,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,0
2017.0,411345.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,423696.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,435970.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,0
2018.0,451673.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,0
2019.0,483667.0,SUMATERA UTARA,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,506538.0,SUMATERA UTARA,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,518218.0,SUMATERA UTARA,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,520529.0,SUMATERA UTARA,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,445815.0,SUMATERA UTARA,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,470545.0,SUMATERA UTARA,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,484717.0,SUMATERA UTARA,TOTAL,PERDESAAN,MARET,2020-2021,0
2020.0,486642.0,SUMATERA UTARA,TOTAL,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,466122.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,490120.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,502904.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,505236.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,543085.0,SUMATERA UTARA,TOTAL,PERKOTAAN,MARET,2021-2022,0
2021.0,556437.0,SUMATERA UTARA,TOTAL,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,583221.0,SUMATERA UTARA,TOTAL,PERKOTAAN,MARET,,0
2022.0,615227.0,SUMATERA UTARA,TOTAL,PERKOTAAN,SEPTEMBER,,0
2021.0,504685.0,SUMATERA UTARA,TOTAL,PERDESAAN,MARET,2021-2022,0
2021.0,513987.0,SUMATERA UTARA,TOTAL,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,534184.0,SUMATERA UTARA,TOTAL,PERDESAAN,MARET,,0
2022.0,563783.0,SUMATERA UTARA,TOTAL,PERDESAAN,SEPTEMBER,,0
2021.0,525756.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,537311.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,561004.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,MARET,,0
2022.0,592025.0,SUMATERA UTARA,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,288410.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,301356.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,312154.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,MARET,2016-2017,2
2016.0,322168.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,293768.0,SUMATERA BARAT,MAKANAN,PERDESAAN,MARET,2015-2016,2
2015.0,313294.0,SUMATERA BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,332415.0,SUMATERA BARAT,MAKANAN,PERDESAAN,MARET,2016-2017,2
2016.0,341816.0,SUMATERA BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,291641.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,308554.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,326993.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,334358.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,337132.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,MARET,2017-2018,2
2017.0,339340.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,356907.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,MARET,2018-2019,2
2018.0,367319.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,2
2017.0,352878.0,SUMATERA BARAT,MAKANAN,PERDESAAN,MARET,2017-2018,2
2017.0,354771.0,SUMATERA BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,369087.0,SUMATERA BARAT,MAKANAN,PERDESAAN,MARET,2018-2019,2
2018.0,370529.0,SUMATERA BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2018-2019,2
2017.0,346896.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,348429.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,364235.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,2
2018.0,369206.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,2
2019.0,382490.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,MARET,2019-2020,0
2019.0,402124.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,411369.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,MARET,2020-2021,0
2020.0,413073.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,382217.0,SUMATERA BARAT,MAKANAN,PERDESAAN,MARET,2019-2020,0
2019.0,401904.0,SUMATERA BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,415694.0,SUMATERA BARAT,MAKANAN,PERDESAAN,MARET,2020-2021,0
2020.0,416419.0,SUMATERA BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,382333.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,402003.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,413832.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,414949.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,424106.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,MARET,2021-2022,0
2021.0,431008.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,453326.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,MARET,,0
2022.0,490322.0,SUMATERA BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,,0
2021.0,438205.0,SUMATERA BARAT,MAKANAN,PERDESAAN,MARET,2021-2022,0
2021.0,444693.0,SUMATERA BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,470942.0,SUMATERA BARAT,MAKANAN,PERDESAAN,MARET,,0
2022.0,500796.0,SUMATERA BARAT,MAKANAN,PERDESAAN,SEPTEMBER,,0
2021.0,431644.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,438308.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,462910.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,,0
2022.0,495824.0,SUMATERA BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,117925.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,121984.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,129369.00000000003,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,MARET,2016-2017,1
2016.0,132506.00000000003,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,1
2015.0,75985.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,MARET,2015-2016,1
2015.0,77884.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2015-2016,1
2016.0,81375.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,MARET,2016-2017,1
2016.0,83703.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2016-2017,1
2015.0,92637.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,1
2015.0,95393.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,1
2016.0,98148.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,1
2016.0,103717.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,1
2017.0,135481.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,136026.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,139235.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,140237.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,86342.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,MARET,2017-2018,1
2017.0,86643.99999999997,SUMATERA BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2017-2018,1
2018.0,91162.00000000003,SUMATERA BARAT,NONMAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,95901.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,106715.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,107368.00000000003,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,112318.99999999997,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,116426.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,143519.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,149241.99999999997,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,151198.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,152458.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,101722.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,108553.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,112136.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,113254.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,121319.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,127697.00000000003,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,130483.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
2020.0,132291.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,1
2021.0,156831.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,MARET,2021-2022,1
2021.0,161294.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,169253.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,MARET,,1
2022.0,178321.0,SUMATERA BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,,1
2021.0,117976.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,MARET,2021-2022,1
2021.0,121531.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2021-2022,1
2022.0,127489.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,MARET,,1
2022.0,138150.0,SUMATERA BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,,1
2021.0,137059.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,1
2021.0,141237.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,148030.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,,1
2022.0,158370.0,SUMATERA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,1
2013.0,332837.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,2013-2014,2
2013.0,360768.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,374968.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,2014-2015,2
2014.0,390862.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2014-2015,2
2013.0,288215.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,2013-2014,2
2013.0,321252.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,2013-2014,2
2014.0,333511.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,2014-2015,2
2014.0,349824.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,2014-2015,2
2013.0,313294.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2013-2014,2
2013.0,313294.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,313294.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2014-2015,2
2014.0,313294.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2014-2015,2
2015.0,406335.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,2015-2016,2
2015.0,423339.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,441523.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,2016-2017,2
2016.0,454674.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,369753.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,2015-2016,2
2015.0,391178.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,413790.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,2016-2017,2
2016.0,425520.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,384278.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,403947.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,425141.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,438075.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,472614.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,2017-2018,2
2017.0,475365.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,496142.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,2018-2019,0
2018.0,507557.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,439220.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,2017-2018,2
2017.0,441415.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,460249.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,2018-2019,0
2018.0,466430.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,0
2017.0,453611.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,455797.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,476554.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,0
2018.0,485632.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,0
2019.0,526008.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,551366.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,562567.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,565531.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,483939.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,510457.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,527830.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,2020-2021,0
2020.0,529673.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,503652.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,529700.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,544315.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,547240.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,580937.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,2021-2022,0
2021.0,592302.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,622579.0,SUMATERA BARAT,TOTAL,PERKOTAAN,MARET,,0
2022.0,668643.0,SUMATERA BARAT,TOTAL,PERKOTAAN,SEPTEMBER,,0
2021.0,556181.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,2021-2022,0
2021.0,566224.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,598431.0,SUMATERA BARAT,TOTAL,PERDESAAN,MARET,,0
2022.0,638946.0,SUMATERA BARAT,TOTAL,PERDESAAN,SEPTEMBER,,0
2021.0,568703.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,579545.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,610940.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,,0
2022.0,654194.0,SUMATERA BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,280361.0,RIAU,MAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,288956.0,RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,292026.0,RIAU,MAKANAN,PERKOTAAN,MARET,2016-2017,2
2016.0,301570.0,RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,302422.0,RIAU,MAKANAN,PERDESAAN,MARET,2015-2016,2
2015.0,318195.0,RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,326262.0,RIAU,MAKANAN,PERDESAAN,MARET,2016-2017,2
2016.0,333174.0,RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,293851.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,306835.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,312352.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,321762.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,318174.0,RIAU,MAKANAN,PERKOTAAN,MARET,2017-2018,2
2017.0,327480.0,RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,342425.0,RIAU,MAKANAN,PERKOTAAN,MARET,2018-2019,2
2018.0,350004.0,RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,2
2017.0,346208.0,RIAU,MAKANAN,PERDESAAN,MARET,2017-2018,2
2017.0,350965.0,RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,357685.0,RIAU,MAKANAN,PERDESAAN,MARET,2018-2019,2
2018.0,358620.0,RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2018-2019,2
2017.0,335922.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,342348.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,351845.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,2
2018.0,355411.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,2
2019.0,361135.0,RIAU,MAKANAN,PERKOTAAN,MARET,2019-2020,0
2019.0,383444.0,RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,400297.0,RIAU,MAKANAN,PERKOTAAN,MARET,2020-2021,0
2020.0,401965.0,RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,368149.0,RIAU,MAKANAN,PERDESAAN,MARET,2019-2020,0
2019.0,381046.0,RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,394776.0,RIAU,MAKANAN,PERDESAAN,MARET,2020-2021,0
2020.0,396647.0,RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,365515.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,381904.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,396883.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,398654.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,419858.0,RIAU,MAKANAN,PERKOTAAN,MARET,2021-2022,0
2021.0,432554.0,RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,450681.0,RIAU,MAKANAN,PERKOTAAN,MARET,,0
2022.0,486130.0,RIAU,MAKANAN,PERKOTAAN,SEPTEMBER,,0
2021.0,409818.0,RIAU,MAKANAN,PERDESAAN,MARET,2021-2022,0
2021.0,423953.0,RIAU,MAKANAN,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,435905.0,RIAU,MAKANAN,PERDESAAN,MARET,,0
2022.0,468911.0,RIAU,MAKANAN,PERDESAAN,SEPTEMBER,,0
2021.0,413593.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,427086.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,441535.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,MARET,,0
2022.0,475492.0,RIAU,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,124441.0,RIAU,NONMAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,128812.0,RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,134320.0,RIAU,NONMAKANAN,PERKOTAAN,MARET,2016-2017,1
2016.0,137972.0,RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,1
2015.0,93237.0,RIAU,NONMAKANAN,PERDESAAN,MARET,2015-2016,1
2015.0,98585.0,RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,99515.0,RIAU,NONMAKANAN,PERDESAAN,MARET,2016-2017,1
2016.0,100785.0,RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2016-2017,1
2015.0,105361.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,110329.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,113648.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,1
2016.0,115497.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,1
2017.0,145074.0,RIAU,NONMAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,147147.0,RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,148954.0,RIAU,NONMAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,149398.0,RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,104372.99999999997,RIAU,NONMAKANAN,PERDESAAN,MARET,2017-2018,1
2017.0,106403.0,RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2017-2018,1
2018.0,114001.00000000003,RIAU,NONMAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,119824.0,RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,120571.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,122833.00000000003,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,128099.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,131734.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,152604.0,RIAU,NONMAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,163071.0,RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,170165.0,RIAU,NONMAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,170891.0,RIAU,NONMAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,123242.0,RIAU,NONMAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,129376.0,RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,131654.0,RIAU,NONMAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,132088.0,RIAU,NONMAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,135097.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,142957.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,147175.0,RIAU,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
